number,F_C,code_LWJ,last name,last name1,first name,name,string,line,sex,son-in-law,Gov._Exam,Grade,occupational_title,grade2,New_Grade,place of family origin,Final_place of family origin,Final_period,Birth_Year,Death_Year,Date_OT,father,grand_f,great_grand_f,great_great_grand_f,father_of_m,grand_father_of_mother,great_grand_father_of_mother,spouse1_familyname,spouse1_place of family origin,son_by_spouse1,daughter_by_spouse1,father_spouse1,grand_father_spouse1,great_grand_father_spouse1,father_of_mother_spouse1,grand_of_mother_spouse1,great_grand_father_of_mother_spouse1,spouse2_familyname,spouse2_place of family origin,son_by_spouse2,daughter_by_spouse2,father_spouse2,grand_father_spouse2,great_grand_father_spouse2,father_of_mother_spouse2,grand_mother_spouse2,great_grand_mother_spouse2,spouse3_familyname,spouse3_place of family origin,son_by_spouse3,daughter_by_spouse3,father_spouse3,grand_father_spouse3,great_grand_father_spouse3,mother_spouse3,grand_mother_spouse3,great_grand_mother_spouse3,spouse4_familyname,spouse4_place of family origin,son_by_spouse4,daughter_by_spouse4,father_spouse4,grand_father_spouse4,great_grand_father_spouse4,mother_spouse4,grand_mother_spouse4,great_grand_mother_spouse4,note,1g,2g,3g,4g,5g,6g,7g,8g,9g,10g,11g,12g,13g,14g,15g,16g,17g,18g,19g,20g,21g,22g,line,sex,son-in-law,period,generation,duplicates,q,last,When Last,q,q
1211,1193,351,윤,54,저,윤저,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 3,1,1,1,,9,친성군,2,,칠원,칠원,11,,,,,,,,,,,오,,,,오중화,,,권렴,권준,권부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,3,,,,,,1,1,1,12,17,,36,1,17,1,0
1212,1194,352,조,13,경,조경,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4,1,1,1,,8,목사,3,,순창,순창,11,,,,,,,,,,,오,,1,2,오중화,,,권렴,권준,권부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,,,,,,1,1,1,12,17,,36,,20,1,0
1213,1195,353,민,7,공,민공,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 1,1,1,1,,9,지돈녕,2,,여흥,여흥,12,,,,민약손,,,,박상진,,,조,순창,,,조경,,,오중화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,1,,,,,1,1,1,13,18,,38,1,18,1,0
1214,1196,354,최,15,윤중,최윤중,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 2,1,1,1,문과,0,군수,4,,전주,전주,12,,,1427,최굉,최을의,,,안원,안원숭,안목,조,순창,,,조경,,,오중화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,2,,,,,1,1,1,13,18,,38,1,18,0,0
1215,1197,355,조,13,욱,욱,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 3,0,0,0,,8,목사,3,,순창,순창,12,,,,,,,,,,,유,문화,5,3,유계문,유관,유안택,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,3,,,,,1,0,0,13,18,,38,,20,1,0
1216,1198,356,조,13,이,이,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 3 1,0,0,0,,7,,,,순창,순창,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,3,1,,,,1,0,0,14,19,,40,,20,1,0
1217,1199,357,조,13,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 3 1 1,0,0,0,,0,,,,순창,순창,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,3,1,1,,,1,0,0,15,20,,42,1,20,0,0
1218,1200,358,조,13,유,유,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 3 2,1,0,0,,5,현감,6,,순창,순창,13,,,,,,,,,,,안,순흥,4,4,안숭효,안순,안경공,이숙무,이종학,이색,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,3,2,,,,1,0,0,14,19,,40,,20,0,0
1219,1201,359,조,13,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 3 2 1,0,0,0,,0,,,,순창,순창,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,3,2,1,,,1,0,0,15,20,,42,1,20,0,0
1220,1202,360,조,13,회,회,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 4 3 3,0,0,0,문과,0,생원,11,,순창,순창,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,4,3,3,,,,1,0,0,14,19,,40,1,19,0,0
1221,1203,361,유,53,의,유의,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5,1,1,1,,9,제학,2,,문화,문화,11,,,,,,,,,,,오,,3,2,오중화,,,권렴,권준,권부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 유의,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,,,,,,1,1,1,12,17,,36,,20,1,0
1222,1204,362,유,53,강,강,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 1,0,0,0,,0,행수,30,,문화,문화,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,1,,,,,1,0,0,13,18,,38,,20,0,0
1223,1205,363,유,53,조,조,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 1 1,0,0,0,,8,상호군,3,,문화,문화,13,,,,,,,,,,,이,광주,3,2,이장손,이지직,이집,이원집,이용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,1,1,,,,1,0,0,14,19,,40,,20,1,0
1224,1206,364,유,53,백,백,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 1 1 1,1,0,0,,0,,,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,1,1,1,,,1,0,0,15,20,,42,1,20,0,0
1225,1207,365,유,53,백창,백창,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 1 1 2,1,0,0,,6,호군,4,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,1,1,2,,,1,0,0,15,20,,42,1,20,1,0
1226,1208,366,유,53,백전,백전,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 1 1 3,1,0,0,,5,부사,3,,문화,문화,14,,,,,,,,,,,김,경주,2,,김의원,,,정흠,정윤장,정수,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,1,1,3,,,1,0,0,15,20,,42,1,20,0,0
1227,1209,367,이,4,작,이작,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 1 1 4,0,1,1,,1,녹사,10,,,,14,,,,,,,,,,,유,문화,,,유조,유강,유의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,1,1,4,,,1,1,1,15,20,,42,1,20,0,0
1228,1210,368,유,53,수강,수강,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2,0,0,0,,9,지사,6,,문화,문화,12,,,,,,,,,,,이,연안,4,3,이백충,이량,이계손,민,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,,,,,1,0,0,13,18,,38,,20,1,0
1229,1211,369,이,4,윤손,이윤손,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 1,0,1,1,문과,0,감정,3,,성주,성주,13,,,1454,이주,이견기,이수,,,,,유,문화,,,유수강,유의,유정현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,1,,,,1,1,1,14,19,,40,1,19,0,0
1230,1212,370,유,53,심,심,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 2,1,0,0,,0,승,15,,문화,문화,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,2,,,,1,0,0,14,19,,40,1,19,0,0
1231,1213,371,유,53,준,준,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 3,0,0,0,,5,감찰,6,,문화,문화,13,,,,,,,,,,,이,용인,,2,이문검,이수강,이백지,김,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,3,,,,1,0,0,14,19,,40,,20,0,0
1232,1214,372,김,2,국량,김국량,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 3 1,0,1,1,문과,0,생원,11,,선산,선산,14,,,,,,,,,,,정,,,,정윤락,정발,정갱,임효인,임중선,,유,문화,,,유준,유수강,유의,이문검,이수강,이백지,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,3,1,,,1,1,1,15,20,,42,1,20,0,0
1233,1215,373,유,53,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 3 2,0,1,0,,0,,,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,3,2,,,1,1,0,15,20,,42,1,20,0,0
1234,1216,374,정,12,렴,정렴,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 4,1,1,1,,0,군수,4,,,,13,,,,,,,,,,,유,문화,,1,유수강,유의,유정현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,이름 정렴.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,4,,,,1,1,1,14,19,,40,1,19,0,0
1235,1217,375,이,4,유효,이유효,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 5,1,1,1,,0,주부,6,,,,13,,,,,,,,,,,유,문화,7,1,유수강,유의,유정현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,5,,,,1,1,1,14,19,,40,1,19,0,0
1236,1218,376,유,53,자,자,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 6,0,0,0,,4,사정,7,,문화,문화,13,,,,,,,,,,,유,팔거,,,도사려,도응,,유선,유원현,유진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,6,,,,1,0,0,14,19,,40,,20,0,0
1237,1219,377,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 6 1,0,0,0,,0,,,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,6,1,,,1,0,0,15,20,,42,1,20,0,0
1238,1220,378,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 6 2,0,0,0,,0,,,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,6,2,,,1,0,0,15,20,,42,1,20,0,0
1239,1221,379,유,53,오,오,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 7,0,0,0,문과,0,진사,11,,문화,문화,13,,,,,,,,,,,권,안동,4,,권첨,권천,권근,유우,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,7,,,,1,0,0,14,19,,40,,20,0,0
1240,1222,380,유,53,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 2 7 1,1,0,0,,0,,,,문화,문화,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,2,7,1,,,1,0,0,15,20,,42,1,20,0,0
1241,1223,381,안,43,숙,안숙,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 3,0,1,1,,0,서령,7,,순흥,순흥,12,,,,안종렴,안원,안원숭,안목,안,,,유,문화,2,2,유의,유정현,유진,오중화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,3,,,,,1,1,1,13,18,,38,,19,0,0
1242,1224,382,김,2,의강,김의강,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 3 1,0,1,1,문과,6,교검,6,,상주,상주,13,,,1464,김길호,,,,,,,안,순흥,1,,안숙,안종렴,안원,유위,유정현,유진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,3,1,,,,1,1,1,14,19,,40,1,19,1,0
1243,1225,383,안,43,계종,계종,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 3 2,0,0,0,,2,사용,9,,순흥,순흥,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,3,2,,,,1,0,0,14,19,,40,1,19,0,0
1244,1226,384,안,43,계조,계조,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 3 3,0,0,0,,2,사용,9,,순흥,순흥,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,3,3,,,,1,0,0,14,19,,40,1,19,0,0
1245,1227,385,조,13,철산,조철산,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 4,1,1,1,,8,첨지,3,,평양,평양,12,,,,,,,,,,,유,문화,,1,유의,우정현,유진,오중화,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,4,,,,,1,1,1,13,18,,38,,20,1,0
1246,1228,386,노,6,유신,노유신,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 4 1,1,1,1,,8,시정,3,,,,13,,,,,,,,,,,조,,,4,조철산,,,유의,유정현,유진,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,4,1,,,,1,1,1,14,19,,40,,20,1,0
1247,1229,387,정,12,수,정수,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 4 1 1,0,1,1,,0,군수,4,,동래,동래,14,,,,정효경,,,,,,,이,전주,1,1,이농,이방원,이성계,허지혜,허천규,,신,,,,,,,,,,노,교하,5,,노유신,,,조철산,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,4,1,1,,,1,1,1,15,20,,42,1,20,0,0
1248,1230,388,노,6,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 4 1 2,0,1,0,,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,4,1,2,,,1,1,0,15,20,,42,1,20,0,0
1249,1231,389,노,6,女,女,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 4 1 3,0,1,0,,0,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,4,1,3,,,1,1,0,15,20,,42,1,20,0,0
1250,1232,390,유,53,복강,복강,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 5,0,0,0,,4,직장,7,,문화,문화,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,5,,,,,1,0,0,13,18,,38,,19,0,0
1251,1233,391,이,4,형,형,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 5 5 1,0,1,1,무출사,0,진례군,25,2,전주,전주,13,,,,이종생,,,,남심,남좌시,,유,문화,3,1,유복강,유의,유정현,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,5,5,1,,,,1,1,1,14,19,,40,1,19,0,0
1252,1234,392,오,49,제석,제석,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 6,1,0,0,,0,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,6,,,,,,1,0,0,12,17,,36,1,17,0,0
1253,1235,393,윤,54,방경,윤방경,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10 7,0,1,1,,10,판사,1,,,,11,,,,,,,,,,,오,,,,오중화,,,권렴,권준,권부,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,7,,,,,,1,1,1,12,17,,36,1,17,1,1
1254,1236,870,한,17,상환,상환,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1,0,0,0,,9,판한성,2,,청주,청주,11,,,,한수,한공의,한악,한사기,권적,권준,권부,윤,파평,,,윤승순,유척,윤안숙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,1,0,0,12,17,,35,,21,1,0
1255,1237,871,민,7,무질,민무질,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1,1,1,1,,9,여성군,2,2,여흥,여흥,12,,,,민제,민변,민적,민종유,,송,,한,청주,3,3,한상환,한수,한공의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,,,,,1,1,1,13,18,,37,,21,1,0
1256,1238,872,민,7,촉,촉,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1,0,0,0,,2,사용,9,,여흥,여흥,13,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,,,,1,0,0,14,19,,39,,21,0,0
1257,1239,873,민,7,기,기,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1,0,0,0,,0,사용,9,,여흥,여흥,14,,,,,,,,,,,권,안동,1,,권미,권천,권근,강,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,,,1,0,0,15,20,,41,,21,0,0
1258,1240,874,민,7,子,子,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1,0,0,0,,0,어모,4,,여흥,여흥,14,,,,,,,,,,,이,예안,1,2,이중석,이효로,이천,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,1,0,0,15,21,,43,1,21,0,0
1259,1241,875,최,15,태,최태,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 2,0,1,1,,0,습독,9,,충주,충주,14,,,,최한로,,,,권준,권근,권희,이,전의,1,1,,,,,,,민,여흥,1,1,민촉,민무질,민제,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,,,1,1,1,15,20,,41,1,20,0,0
1260,1242,876,민,7,흥,흥,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 3,0,0,0,,0,,,,여흥,여흥,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,성이 민이다. 민흥,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,,,1,0,0,15,20,,41,1,20,0,0
1261,1243,877,이,4,긴,이긴,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 2,1,1,1,,0,부사,3,,양성,양성,13,,,,이사치,이옥,,,,,,민,여흥,2,4,민무질,민제,민변,한상환,한수,한공의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,,,,1,1,1,14,19,,39,1,19,0,0
1262,1244,878,민,7,삼,삼,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3,0,0,0,,0,충의,6,,여흥,여흥,13,,,,,,,,,,,유,진주,1,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,,,,1,0,0,14,19,,39,,20,0,0
1263,1245,879,민,7,희념,희념,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 1,1,0,0,,0,사직,5,,여흥,여흥,14,,,,민삼,민무질,민제,민변,유,,,이,경주,2,,이문병,이희,이담,이수철,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,,,1,0,0,15,20,,41,1,20,0,0
1264,1246,880,권,1,훈,권훈,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 2,1,1,1,,0,감찰,6,,안동,안동,14,,,,권담,권규,권근,권희,정,,,민,여흥,2,,민삼,민무질,민제,유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,,,1,1,1,15,20,,41,1,20,0,0
1265,1247,881,이,4,효성,이효성,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 3,0,1,1,,8,첨지,3,,,,14,,,,,,,,,,,민,여흥,1,,민삼,민무질,민제,유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,,,1,1,1,15,20,,41,1,20,1,0
1266,1248,882,이,4,초손,이초,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 4,1,1,1,,0,첨지,3,,광주,광주,14,,,,이수철,,,,이맹상,,,민,여흥,1,1,민삼,민무질,민제,유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,4,,,1,1,1,15,20,,41,1,20,0,0
1267,1249,883,홍,19,우명,홍우명,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 5,0,1,1,,0,참판,2,,남양,남양,13,,,,홍여강,홍잠,홍개도,홍탁,,,,김,원주,2,,김연지,김을신,김득우,성발도,성석린,,민,여흥,2,,민삼,민무질,민제,유,,,,,,,,,,,,,,,,,,,,,,,민삼의 사위. 스트링 이상.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,5,,,1,1,1,14,20,,39,1,20,0,0
1268,1250,884,김,2,영륜,김영륜,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 4,0,1,1,,0,좌랑,6,,선산,선산,13,,,,김사지,김달경,,,왕시,왕신,왕련,밍,여흥,5,3,민무질,민제,민병,유,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,,,,1,1,1,14,19,,39,1,19,0,0
1269,1251,885,민,7,분,분,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 6 ,0,0,0,,0,,,,여흥,여흥,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,민삼의 아들. 스트링 이상.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,6,,,1,0,0,14,20,,39,,21,0,0
1270,1252,886,민,7,오,민오,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 6 1,0,0,0,,5,현감,6,,여흥,여흥,14,,,,,,,,,,,한,청주,,,한창,한계복,한휴,리룩,이사의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스트링이상,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,6,1,,1,0,0,15,21,,41,1,21,0,0
1271,1253,887,성,38,귀달,성귀달,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 6 2,0,1,1,,0,중추,2,,창녕,창녕,14,,,,성득식,성억,성석연,,신기,신이충,,민,여흥,,2,민분,민삼,민무질,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,스트링이상,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,6,2,,1,1,1,15,21,,41,1,21,0,0
1272,1254,888,최,15,승종,최승종,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 3 6 3,0,1,1,,0,군수,4,,전주,전주,14,,,,최사강,최유경,최재,,이사치,이옥,,김,광주,,,김경재,김한로,,김한,김약채,,민,여흥,,,민분,민삼,민무질,,,,,,,,,,,,,,,,,,,,,,,,스트링이상,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,6,3,,1,1,1,15,21,,41,1,21,0,0
1273,1255,889,이,4,휴,이휴,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2,1,1,1,,9,겸교판한성부윤,2,,경주,경주,12,,,,이성중,,,,유지정,유간,유박,한,청주,2,3,한상환,한수,한공의,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,,,,,1,1,1,13,18,,37,,21,1,0
1274,1256,890,이,4,효상,효상,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 2 1,1,0,0,,0,감찰,6,,경주,경주,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,,,,1,0,0,14,19,,39,,20,0,0
